ID	A1.9.14.16	Br124.8.22.16	Br124.9.14.16	Br24.8.22.16	Br24.9.14.16	Br28.8.22.16	Br28.9.14.16	GW1.10.26.16	GW1.11.16.16	GW1.9.14.16	GW2.10.26.16	GW2.9.14.16	GW3.10.26.16	GW3.9.14.17	GW4.10.26.16	GW4.11.16.16	GW4.9.14.16	GW4A.10.26.16	GW5.10.26.16	GW5.11.16.16	GW5.9.14.16	GW6.10.26.16	GW6.11.16.16	GW6.9.14.16	GW6A.10.26.16	GW7.10.26.16	GW7.9.14.16	A2.1.25.17	A2.3.08.17	A2.4.20.17	A2.5.19.17	A2.6.26.17	A2.7.14.17	A2.9.20.17	Br124.1.25.17	Br124.12.05.16	Br124.3.08.17	Br124.4.20.17	Br124.5.19.17	Br124.6.26.17	Br124.7.14.17	Br24.1.25.17	Br24.12.05.16	Br24.4.20.17	Br24.5.19.17	Br24.6.26.17	Br24.7.14.17	Br28.1.25.17	Br28.12.05.16	Br28.3.08.17	Br28.4.20.17	Br28.5.19.17	Br28.6.26.17	Br28.7.14.17	Br28.9.20.17	Br29.1.25.17	Br29.12.05.16	Br29.3.08.17	Br29.4.20.17	Br29.5.19.17	Br29.6.26.17	Br29.7.14.17	GW1.6.20.17	GW1.8.2.17	GW1A.12.14.16	GW2.1.18.17	GW2.12.14.16	GW2.3.22.17	GW2.6.20.17	GW2.8.2.17	GW2A.3.22.17	GW4.6.20.17	GW4.8.2.17	GW4A.12.14.16	GW5.12.14.16	GW5.6.20.17	GW5.8.2.17	GW6.12.14.16	GW6.6.20.17	GW6.8.2.17	GW7.1.18.17	GW7.11.16.16	GW7.12.14.16	GW7.6.20.17	GW7.8.2.17	GW8.1.18.17	GW8.11.16.16	GW8.12.14.16	GW8.3.22.17	GW8.6.20.17	GW8.8.2.17	GWFS.3.22.17	Br124.9.20.17	Br24.9.20.17	Br29.9.20.17	GW1.11.21.17	GW1.9.20.17	GW2.11.21.17	GW2.9.20.17	GW4.11.21.17	GW4.9.20.17	GW5.11.21.17	GW5.9.20.17	GW6.11.21.17	GW6.9.20.17	GW7.11.21.17	GW7.9.20.17	GW8.11.21.17	GW8.9.20.17	Kingdom	Phylum	Class	Order	Family	Genus	Species
00fa28d5a3eae19113c75278737873c0	0.003381092	0.008351657	0.014029028	0	0.00181694	0.005408939	0.00233812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.23E-05	0.001408104	0	0	0.008320533	0.00813531	0.011718704	0.003718642	0.013264519	0.009276509	0.005184825	0.005911884	0.001251887	0.010382977	0.009341254	0	0	0	0	0.000635809	0.000445826	0.019208963	0.004004231	0.05135999	0.024263761	0.032714575	0.00378174	0.006984035	0.005766008	0.006585661	0.012181868	0.01204153	0.014368673	0.005560844	0.004318673	0.003133278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000943495	0	0.005951467	0.00252772	0.013119045	0	0	0.015885672	0.000577995	0.006442421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Verrucomicrobia	OPB35 soil group				
010756925820bb946daf13c4d602cda3	0	0	0.001445591	0	0	0.001033287	0.002861261	0.008628854	0.000858159	0.007366391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000266831	0	0	0	0	0	0	0	0	0.006718802	0	0	0	0	0.001676264	0	0	0	0	0	0	0	0.003806695	0	0.004357185	0.004031787	0	0	0	0	0	0.001856716	0.00270969	0.004579028	0.002417214	0	0	0	0.003913811	0	0	0	0	0.001016432	0	0	0.001430038	0	0	0	0	0	0	0	0	0.009931896	0	0.001216104	0.003859236	0	0.006835098	0.006874989	0.008408847	0	0.00287645	0	0.01209504	0.001375648	0	0.000521231	0.00342488	0	0.00192138	0	0.006821375	0	0	0	0.003190716	0	0.002688763	0	0	0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae		
010aaf512e4b839ecd1dfe96da8fda87	0	0	0	0.000487523	0.000103089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000365214	0.000344261	0	0.000183678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.40E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	uncultured	
0113c808f67da61727fa94064be0070b	0	0	0	0	0	0	0	0	0	0	0	0.000116112	0	0	0	0	0	0	0	0	0.000226552	9.35E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000231917	0	0	0	0	0	0	0.0003634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000128313	0	0	0	0	7.70E-05	0	0	0	7.32E-05	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria		
0123367c4bcd8a2baffbd9c554c88524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000396739	0	0	0	0	0.000340522	0.000664221	0	0	0.000220194	0	0	0	0	0	8.05E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000173216	0	0	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Candidatus Branchiomonas	
017397fb2a6877b209edb5171639f9c7	0	0	0	0	0	0.000115981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000253958	0	0	0	0	0	0	0	0	0	0	0	0	0.001065712	0	0	0	0.0001106	0	0	0.000866576	0.003304184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria Incertae Sedis	Unknown Family	uncultured	
017e3a4649a4c29b831e0296ef7994ff	0	0.005188443	0.002047113	0	0	0.00326856	0.014594566	0.033862991	0.022925095	0.021456469	0	0	0	0.000590159	0	0	0	0	0	0	0	0.003863891	0	0.005140699	0	0.002339901	0	0.001883339	0	0	0	0	0	0	0	0	0	0.006570914	0	0	0.004394585	0	0	0	0	0	0	0	0	0.001435001	0	0	0	0.010564	0.012660328	0	0.003577574	0.002405541	0	0.007752618	0	0	0	0	0	0.002360129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04577185	0.003162955	0.005356034	0	0	0.002956285	0.00411827	0	0.002579838	0	0	0.005733945	0.011276812	0.001495988	0.003182987	0.004496169	0.002095779	0.008297515	0	0.00219825	0	0.000992394	0	0.008221658	0	0.003232792	0	0.002611674	0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae		
018e0c9a2a18552ec283e8e6f8de2767	0	0	0	0	0	0	0	0	0.000531241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.23E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003262	6.43E-05	0	0.003435482	0	0	0	0	0	0	0.000131555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.14E-05	0	Bacteria						
01afc805bc4a1f499804f3da60deae86	0	0	0	0	0	0	0	0	0	0	0.000120135	0	0.00011549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000155096	0	0.003588205	0.000315113	0	0.030781916	0.000169405	0	0.019054059	0.000128337	0.000482707	0	0.000447286	0	0	0.000433945	0	0.000163355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000128313	0	0	0.000226624	9.66E-05	0	0	0	7.05E-05	0	0	0	9.44E-05	Bacteria	Bacteroidetes					
01eae69c3e5693208b78d5381d6d6d82	0	0	0.000291059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00080966	0.000757125	0	0	0	0	0	0.001243057	0	0.00080541	0.000407048	0	0	0.000364375	0	0	0	0	0	0	0.000485961	0	0.001030592	0	0.001570567	0	0	0.000282078	0	0.000317	0.001520744	0.001456166	0.000626221	0.000525628	0.000555445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000377855	0	0	0	0.000481915	0	0.000243241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Cyanobacteria	Chloroplast				
022e68c998c29a1d51c8c42a5e7a14eb	0	0	0	0	0	0.000137069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000289708	0	0	0	0	0	0.00011272	0.000142062	8.55E-05	0	0	0	0	0	0	0	0	0.000437567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.18E-05	0	0	0	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	BSV26	uncultured bacterium	
0243183efda5e4c6da115962c64d4881	0	0	0	0	0	0	0	0	0.000449512	0	0	0	0	0	0.000360961	0	0.000159319	0	0	0.000102015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000276519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000506073	0.000439868	0	0	0	0	0	0	0	0	0	0	0	0	3.25E-05	0	0	0	0	0	0	0	0	0	0.000251091	0.000334885	0	0	Bacteria	Parcubacteria					
02633fb600f891f026863ec6ff50a16f	0	0	0	0	0	0.000189787	0	0.000778701	0	0.001796279	0	0.001364316	0	0.001241793	0.000916285	0	0	0	0.001688581	0	0	0	0.000646187	0	0	0	0.000535411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002032154	0	0	0.00014823	0	0	0.000825022	0	0	0.001762833	0	0.000700844	0.002088362	0.000269274	0.000551324	0.004086266	0	0	0	0.000195728	0	0	0	0	0	0	0	0	0	0	0	0.000270883	0.000199254	9.83E-05	0	0.000160979	0.000153992	0.000314711	0.000326492	8.82E-05	0	0	0	0.000107904	Bacteria						
02776ab7b0818672f021430b358a2412	0	0	0.000611223	0	0	0	8.54E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000398248	0.000504111	0.000496155	0.000286049	0.002596258	0.000921889	0.001577261	0.000484581	0.001914651	0.00026623	0	0	0	0	0	0	0	0.000769438	0.000207767	0	0	0.00045112	0	0	0.000149335	0.000217708	0	0	0	0	0	0.000270601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000332959	0	4.86E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	SPOTSOCT00m83	uncultured gamma proteobacterium			
028876e734a0037015b5af13956d5dcf	0	0	0	0	0	0	0	0.000441966	0.003636958	0	0.000552619	0.000232224	0	0	0	0	0	0	0.000742976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012982777	0.000514469	0	0	0	0.001082279	0.002346951	0	0	0.002730583	0.001078749	0	0	0.001274715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000156827	0.000626228	0.000308898	0.000339936	0.000402447	0.000265209	0.000163183	0.000103884	0	0	0	0	0	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae		
028c58a25eeefdfaaf44151e63d78e0e	0	0	0	0	0	0	0	0	0.000408647	0	0	0	0	0	8.33E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000128617	0	0.001053548	0	0	0	0	0	0	0	0	0	0	0	0	0.000283768	0	0	0	7.34E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016849	0	0	0	0	0	0	0	0	0	0	Bacteria	Planctomycetes	Phycisphaerae	mle1-8	uncultured bacterium		
028f91f5529be768ba99b773105cbeb6	0	0.000115727	0	0	0	0	0	0	0.000122594	0	0	0	0	0	0	0	0	0.00013611	0	0	0	0	0	0	0.000877224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000102894	0	0	0	0	0.000238673	0	0	0	0	0	0	0	0	0	0	0	0.000181122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.28E-05	0	0	0	0	0	0.000114172	0	Bacteria	Bacteroidetes					
028fdeee63eab24ee75d3f5faf7bac85	0	0	0	0	0	0	0	0	0	0	0	0.001393344	0.000384966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000853027	0	0	0	0	0	0	0.009122066	0	0	0.001423986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000940734	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae		
02ec69982f3768b21c07756adc1a1ed5	0	0	0	0	0	0	0	0.00021046	0	0	0	0	0	0	0.00058309	0.000291785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000398714	0	0.006046448	0	0	0	0	0	0.000744704	0	0	0	0.000461067	0	0	0.000482406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	
0317d79b8ff0520643dc4453c3eebe2c	0.000691162	0	0	0	0	0	0	0	0	0	0	0.000174168	0	0.0002459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000103074	0	0	0	0	0	0.00025788	0	0	0	0.000265452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.70E-05	0	5.62E-05	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales			
032db0af8718b01fee963efcf1c24067	0	0	0	0	0	0.000769693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00017163	0.000424842	0	0	0	0	0	0.000176667	0	0	0	0	0	0	0.000742441	0	0.000613137	0.000978731	0.002639889	0	0	0	0	0	0	0	0	0.000951813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000122669	0	0.000583779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria						
034366d28f9f3e9a79272b7494400f66	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000614749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000949085	0.000558723	0	0	0.000905715	0	0	0	0	0	0	0	0	0.000398714	0	0	0	0	0	0	0	0	0.00110506	0	0	0	0	0	0	0	0.001086732	0	0	0	0	0	0	0	0	0.004820097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Candidatus Planktoluna	
035b079cf46a00ccf503eb180acd971b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.55E-05	0	0	0	0.000257566	1.71E-05	0.000256431	0	0	0	0	0.0004995	0.000283248	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	
0382f3d84740f80ee0f9949e0c2c1be2	0	0	0.000135827	0	0	0.000137069	3.20E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000184101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.02E-05	0.000152074	0	8.77E-05	0	9.97E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria		
039f07bd1563988d7bb915feae5267ee	0	0	0.00044629	0	0	8.43E-05	8.54E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000193614	0.000288429	0.000250111	0.000298686	0	0.000413462	0.000600704	0.000377638	0.000614593	0	0	0	0.00026623	0.000265	0	0	0	0	0	0	0.001349892	0.000472197	0.001226274	0.000160687	0	0	0.000144854	0.000224003	0	0	6.91E-05	0	0	0	0.00012818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000350484	0	4.17E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales			
